Date,Region,Birth,Birth_rate,Death,Death_rate,Divorce,Divorce_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate
6/1/2006,Gyeongsangnam-do,2273,8.74,1441,5.5,722,2.8,1801,6.9,832,3.2
6/1/2006,Incheon,1839,8.58,862,4,739,3.4,1481,6.9,977,4.6
6/1/2006,Jeju,454,9.89,218,4.7,158,3.4,322,7,236,5.1
6/1/2006,Jeollabuk-do,1223,7.93,1041,6.7,383,2.5,863,5.6,182,1.2
6/1/2006,Jeollanam-do,1217,7.56,1237,7.7,408,2.5,870,5.4,-20,-0.1
6/1/2006,Seoul,7354,8.78,3036,3.6,2204,2.6,6500,7.8,4318,5.2
6/1/2006,Ulsan,863,9.64,323,3.6,237,2.6,730,8.2,540,6
6/1/2006,Whole country,35347,8.8,19005,4.7,10923,2.7,29038,7.2,16342,4.1
7/1/2006,Busan,1955,6.35,1457,4.7,830,2.7,1303,4.2,498,1.6
7/1/2006,Chungcheongbuk-do,1099,8.68,729,5.8,275,2.2,658,5.2,370,2.9
7/1/2006,Chungcheongnam-do,1444,8.65,1030,6.2,346,2.1,880,5.3,414,2.5
7/1/2006,Daegu,1547,7.28,904,4.3,453,2.1,875,4.1,643,3
7/1/2006,Daejeon,1121,9.04,471,3.8,287,2.3,624,5,650,5.2
7/1/2006,Gangwon-do,1001,7.81,916,7.2,316,2.5,597,4.7,85,0.7
7/1/2006,Gwangju,1031,8.65,443,3.7,202,1.7,543,4.6,588,4.9
7/1/2006,Gyeonggi-do,8931,9.73,3507,3.8,2466,2.7,5236,5.7,5424,5.9
7/1/2006,Gyeongsangbuk-do,1737,7.6,1579,6.9,458,2,1097,4.8,158,0.7
7/1/2006,Gyeongsangnam-do,2334,8.68,1511,5.6,597,2.2,1380,5.1,823,3.1
7/1/2006,Incheon,1956,8.83,888,4,658,3,1156,5.2,1068,4.8
7/1/2006,Jeju,479,10.09,244,5.1,143,3,261,5.5,235,5
7/1/2006,Jeollabuk-do,1275,8.01,1045,6.6,323,2,770,4.8,230,1.4
7/1/2006,Jeollanam-do,1270,7.65,1291,7.8,335,2,759,4.6,-21,-0.1
7/1/2006,Seoul,7149,8.26,3127,3.6,1997,2.3,5054,5.8,4022,4.6
7/1/2006,Ulsan,825,8.91,339,3.7,249,2.7,504,5.4,486,5.2
7/1/2006,Whole country,35154,8.47,19481,4.7,10164,2.4,22414,5.4,15673,3.8
8/1/2006,Busan,2155,7.01,1541,5,545,1.8,1568,5.1,614,2
8/1/2006,Chungcheongbuk-do,1132,8.93,800,6.3,336,2.7,635,5,332,2.6
8/1/2006,Chungcheongnam-do,1517,9.09,1096,6.6,461,2.8,918,5.5,421,2.5
8/1/2006,Daegu,1726,8.13,939,4.4,525,2.5,1069,5,787,3.7
8/1/2006,Daejeon,1191,9.59,511,4.1,292,2.4,678,5.5,680,5.5
8/1/2006,Gangwon-do,1045,8.16,812,6.3,350,2.7,522,4.1,233,1.8
8/1/2006,Gwangju,1079,9.04,498,4.2,256,2.1,609,5.1,581,4.9
8/1/2006,Gyeonggi-do,9559,10.4,3605,3.9,2758,3,5945,6.5,5954,6.5
8/1/2006,Gyeongsangbuk-do,1812,7.93,1599,7,597,2.6,1076,4.7,213,0.9
8/1/2006,Gyeongsangnam-do,2479,9.22,1525,5.7,790,2.9,1553,5.8,954,3.5
8/1/2006,Incheon,1983,8.94,969,4.4,844,3.8,1411,6.4,1014,4.6
8/1/2006,Jeju,492,10.36,222,4.7,157,3.3,231,4.9,270,5.7
8/1/2006,Jeollabuk-do,1323,8.31,1084,6.8,401,2.5,688,4.3,239,1.5
8/1/2006,Jeollanam-do,1284,7.74,1337,8.1,407,2.5,757,4.6,-53,-0.3
8/1/2006,Seoul,7759,8.97,3269,3.8,2081,2.4,5984,6.9,4490,5.2
8/1/2006,Ulsan,921,9.94,340,3.7,279,3,503,5.4,581,6.3
8/1/2006,Whole country,37457,9.02,20147,4.9,11375,2.7,25182,6.1,17310,4.2
9/1/2006,Busan,2184,7.34,1493,5,686,2.3,1093,3.7,691,2.3
9/1/2006,Chungcheongbuk-do,1116,9.09,768,6.3,320,2.6,523,4.3,348,2.8
9/1/2006,Chungcheongnam-do,1605,9.93,1043,6.5,388,2.4,761,4.7,562,3.5
9/1/2006,Daegu,1769,8.61,934,4.5,349,1.7,756,3.7,835,4.1
9/1/2006,Daejeon,1232,10.24,459,3.8,270,2.2,540,4.5,773,6.4
9/1/2006,Gangwon-do,1048,8.46,836,6.7,331,2.7,531,4.3,212,1.7
9/1/2006,Gwangju,1190,10.3,461,4,286,2.5,445,3.9,729,6.3
9/1/2006,Gyeonggi-do,9834,11.04,3539,4,2266,2.5,4549,5.1,6295,7.1
9/1/2006,Gyeongsangbuk-do,1953,8.84,1643,7.4,387,1.8,873,4,310,1.4
9/1/2006,Gyeongsangnam-do,2501,9.61,1594,6.1,678,2.6,1155,4.4,907,3.5
9/1/2006,Incheon,2005,9.34,904,4.2,700,3.3,988,4.6,1101,5.1
9/1/2006,Jeju,533,11.6,233,5.1,100,2.2,220,4.8,300,6.5
9/1/2006,Jeollabuk-do,1317,8.56,1048,6.8,360,2.3,639,4.2,269,1.7
9/1/2006,Jeollanam-do,1326,8.27,1275,8,370,2.3,621,3.9,51,0.3
9/1/2006,Seoul,7913,9.45,3165,3.8,2087,2.5,4335,5.2,4748,5.7
9/1/2006,Ulsan,945,10.54,335,3.7,247,2.8,367,4.1,610,6.8
9/1/2006,Whole country,38471,9.57,19730,4.9,10047,2.5,19207,4.8,18741,4.7
10/1/2006,Busan,2299,7.48,1603,5.2,678,2.2,1298,4.2,696,2.3
10/1/2006,Chungcheongbuk-do,1102,8.68,810,6.4,193,1.5,628,4.9,292,2.3
10/1/2006,Chungcheongnam-do,1574,9.42,1188,7.1,390,2.3,878,5.3,386,2.3
10/1/2006,Daegu,1756,8.27,857,4,388,1.8,922,4.3,899,4.2
10/1/2006,Daejeon,1214,9.76,517,4.2,252,2,630,5.1,697,5.6
10/1/2006,Gangwon-do,1025,8.01,832,6.5,350,2.7,610,4.8,193,1.5
10/1/2006,Gwangju,1183,9.9,502,4.2,241,2,590,4.9,681,5.7
10/1/2006,Gyeonggi-do,9896,10.74,3625,3.9,2402,2.6,5657,6.1,6271,6.8
10/1/2006,Gyeongsangbuk-do,1986,8.7,1678,7.3,404,1.8,1058,4.6,308,1.3
10/1/2006,Gyeongsangnam-do,2527,9.39,1633,6.1,448,1.7,1382,5.1,894,3.3
10/1/2006,Incheon,2012,9.05,906,4.1,664,3,1317,5.9,1106,5
10/1/2006,Jeju,483,10.17,273,5.7,129,2.7,255,5.4,210,4.4
10/1/2006,Jeollabuk-do,1253,7.88,1133,7.1,416,2.6,685,4.3,120,0.8
10/1/2006,Jeollanam-do,1294,7.82,1358,8.2,351,2.1,731,4.4,-64,-0.4
10/1/2006,Seoul,8050,9.3,3202,3.7,1793,2.1,5279,6.1,4848,5.6
10/1/2006,Ulsan,902,9.73,350,3.8,197,2.1,479,5.2,552,6
10/1/2006,Whole country,38556,9.27,20467,4.9,9543,2.3,23163,5.6,18089,4.4
11/1/2006,Busan,2118,7.12,1601,5.4,790,2.7,2035,6.8,517,1.7
11/1/2006,Chungcheongbuk-do,1077,8.77,824,6.7,226,1.8,981,8,253,2.1
11/1/2006,Chungcheongnam-do,1534,9.48,1204,7.4,404,2.5,1435,8.9,330,2
11/1/2006,Daegu,1658,8.07,1002,4.9,475,2.3,1452,7.1,656,3.2
11/1/2006,Daejeon,1193,9.9,510,4.2,295,2.4,939,7.8,683,5.7
11/1/2006,Gangwon-do,972,7.85,902,7.3,314,2.5,869,7,70,0.6
11/1/2006,Gwangju,1055,9.12,496,4.3,276,2.4,885,7.6,559,4.8
11/1/2006,Gyeonggi-do,9622,10.77,3686,4.1,2634,2.9,8067,9,5936,6.6
11/1/2006,Gyeongsangbuk-do,1805,8.17,1674,7.6,443,2,1627,7.4,131,0.6
11/1/2006,Gyeongsangnam-do,2411,9.26,1576,6.1,592,2.3,2200,8.4,835,3.2
11/1/2006,Incheon,1979,9.19,961,4.5,718,3.3,1781,8.3,1018,4.7
11/1/2006,Jeju,499,10.86,281,6.1,135,2.9,364,7.9,218,4.7
11/1/2006,Jeollabuk-do,1241,8.07,1135,7.4,353,2.3,947,6.2,106,0.7
11/1/2006,Jeollanam-do,1322,8.26,1385,8.7,394,2.5,989,6.2,-63,-0.4
11/1/2006,Seoul,7754,9.26,3309,4,1958,2.3,7508,9,4445,5.3
11/1/2006,Ulsan,870,9.7,365,4.1,228,2.5,831,9.3,505,5.6
11/1/2006,Whole country,37110,9.22,20911,5.2,10471,2.6,33716,8.4,16199,4
12/1/2006,Busan,1938,6.31,1730,5.6,705,2.3,2864,9.3,208,0.7
12/1/2006,Chungcheongbuk-do,1051,8.28,803,6.3,286,2.3,1322,10.4,248,2
12/1/2006,Chungcheongnam-do,1474,8.8,1287,7.7,375,2.2,1918,11.4,187,1.1
12/1/2006,Daegu,1485,7,971,4.6,430,2,1983,9.3,514,2.4
12/1/2006,Daejeon,1109,8.91,528,4.2,296,2.4,1406,11.3,581,4.7
12/1/2006,Gangwon-do,952,7.44,890,7,295,2.3,1210,9.5,62,0.5
12/1/2006,Gwangju,1005,8.41,500,4.2,215,1.8,1212,10.1,505,4.2
12/1/2006,Gyeonggi-do,8932,9.66,3870,4.2,2430,2.6,10840,11.7,5062,5.5
12/1/2006,Gyeongsangbuk-do,1735,7.6,1791,7.8,450,2,2331,10.2,-56,-0.2
12/1/2006,Gyeongsangnam-do,2261,8.39,1675,6.2,542,2,2970,11,586,2.2
12/1/2006,Incheon,1821,8.17,975,4.4,389,1.7,2442,11,846,3.8
12/1/2006,Jeju,491,10.35,261,5.5,126,2.7,437,9.2,230,4.8
12/1/2006,Jeollabuk-do,1120,7.06,1151,7.3,353,2.2,1418,8.9,-31,-0.2
12/1/2006,Jeollanam-do,1163,7.04,1446,8.8,338,2,1350,8.2,-283,-1.7
12/1/2006,Seoul,7446,8.61,3404,3.9,1966,2.3,10465,12.1,4042,4.7
12/1/2006,Ulsan,852,9.18,372,4,221,2.4,1108,11.9,480,5.2
12/1/2006,Whole country,34835,8.37,21654,5.2,9631,2.3,46099,11.1,13181,3.2
1/1/2007,Busan,2416,7.88,1771,5.8,692,2.3,2195,7.2,645,2.1
1/1/2007,Chungcheongbuk-do,1263,9.95,875,6.9,286,2.3,915,7.2,388,3.1
1/1/2007,Chungcheongnam-do,1783,10.63,1280,7.6,425,2.5,1291,7.7,503,3
1/1/2007,Daegu,1866,8.8,1137,5.4,478,2.3,1497,7.1,729,3.4
1/1/2007,Daejeon,1395,11.2,515,4.1,283,2.3,887,7.1,880,7.1
1/1/2007,Gangwon-do,1230,9.62,972,7.6,378,3,911,7.1,258,2
1/1/2007,Gwangju,1376,11.5,546,4.6,227,1.9,928,7.8,830,6.9
1/1/2007,Gyeonggi-do,11086,11.96,4014,4.3,2654,2.9,7466,8.1,7072,7.6
1/1/2007,Gyeongsangbuk-do,2146,9.4,1874,8.2,475,2.1,1761,7.7,272,1.2
1/1/2007,Gyeongsangnam-do,2874,10.67,1755,6.5,662,2.5,2277,8.4,1119,4.2
1/1/2007,Incheon,2283,10.23,1043,4.7,588,2.6,1672,7.5,1240,5.6
1/1/2007,Jeju,556,11.72,284,6,151,3.2,393,8.3,272,5.7
1/1/2007,Jeollabuk-do,1661,10.47,1229,7.7,400,2.5,1085,6.8,432,2.7
1/1/2007,Jeollanam-do,1687,10.23,1425,8.6,384,2.3,1129,6.8,262,1.6
1/1/2007,Seoul,9069,10.48,3608,4.2,2084,2.4,6855,7.9,5461,6.3
1/1/2007,Ulsan,1013,10.91,395,4.3,254,2.7,766,8.3,618,6.7
1/1/2007,Whole country,43704,10.5,22723,5.5,10643,2.6,32882,7.9,20981,5
2/1/2007,Busan,2186,7.89,1602,5.8,657,2.4,1894,6.8,584,2.1
2/1/2007,Chungcheongbuk-do,1168,10.18,762,6.6,254,2.2,758,6.6,406,3.5
2/1/2007,Chungcheongnam-do,1639,10.82,1102,7.3,347,2.3,1071,7.1,537,3.5
2/1/2007,Daegu,1780,9.29,899,4.7,395,2.1,1322,6.9,881,4.6
2/1/2007,Daejeon,1249,11.09,490,4.3,253,2.2,785,7,759,6.7
2/1/2007,Gangwon-do,1135,9.83,840,7.3,319,2.8,640,5.5,295,2.6
2/1/2007,Gwangju,1236,11.43,518,4.8,249,2.3,707,6.5,718,6.6
2/1/2007,Gyeonggi-do,10122,12.07,3375,4,2427,2.9,6417,7.7,6747,8
2/1/2007,Gyeongsangbuk-do,2032,9.87,1514,7.4,424,2.1,1366,6.6,518,2.5
2/1/2007,Gyeongsangnam-do,2537,10.42,1499,6.2,611,2.5,1914,7.9,1038,4.3
2/1/2007,Incheon,2094,10.38,859,4.3,554,2.7,1357,6.7,1235,6.1
2/1/2007,Jeju,467,10.9,234,5.5,120,2.8,346,8.1,233,5.4
2/1/2007,Jeollabuk-do,1417,9.9,1072,7.5,362,2.5,914,6.4,345,2.4
2/1/2007,Jeollanam-do,1416,9.52,1278,8.6,357,2.4,938,6.3,138,0.9
2/1/2007,Seoul,8052,10.3,3064,3.9,2023,2.6,5994,7.7,4988,6.4
2/1/2007,Ulsan,955,11.39,337,4,204,2.4,645,7.7,618,7.4
2/1/2007,Whole country,39485,10.5,19445,5.2,9795,2.6,27806,7.4,20040,5.3
3/1/2007,Busan,2476,8.08,1670,5.4,730,2.4,1762,5.7,806,2.6
3/1/2007,Chungcheongbuk-do,1286,10.12,852,6.7,326,2.6,788,6.2,434,3.4
3/1/2007,Chungcheongnam-do,1786,10.64,1100,6.6,341,2,1109,6.6,686,4.1
3/1/2007,Daegu,1941,9.15,926,4.4,450,2.1,1209,5.7,1015,4.8
3/1/2007,Daejeon,1412,11.31,441,3.5,275,2.2,754,6,971,7.8
3/1/2007,Gangwon-do,1160,9.08,898,7,333,2.6,679,5.3,262,2.1
3/1/2007,Gwangju,1311,10.94,538,4.5,256,2.1,724,6,773,6.5
3/1/2007,Gyeonggi-do,11222,12.06,3700,4,2488,2.7,6279,6.8,7522,8.1
3/1/2007,Gyeongsangbuk-do,2272,9.97,1766,7.8,488,2.1,1398,6.1,506,2.2
3/1/2007,Gyeongsangnam-do,2844,10.55,1636,6.1,629,2.3,1760,6.5,1208,4.5
3/1/2007,Incheon,2312,10.34,909,4.1,690,3.1,1443,6.5,1403,6.3
3/1/2007,Jeju,590,12.44,226,4.8,153,3.2,297,6.3,364,7.7
3/1/2007,Jeollabuk-do,1512,9.55,1112,7,412,2.6,960,6.1,400,2.5
3/1/2007,Jeollanam-do,1544,9.38,1317,8,394,2.4,916,5.6,227,1.4
3/1/2007,Seoul,8879,10.25,3384,3.9,2027,2.3,5816,6.7,5495,6.3
3/1/2007,Ulsan,1031,11.11,342,3.7,230,2.5,604,6.5,689,7.4
3/1/2007,Whole country,43578,10.46,20817,5,10487,2.5,27313,6.6,22761,5.5
4/1/2007,Busan,2260,7.62,1571,5.3,759,2.6,1509,5.1,689,2.3
4/1/2007,Chungcheongbuk-do,1223,9.94,801,6.5,303,2.5,831,6.8,422,3.4
4/1/2007,Chungcheongnam-do,1586,9.75,1182,7.3,384,2.4,1176,7.2,404,2.5
4/1/2007,Daegu,1810,8.82,912,4.4,459,2.2,1041,5.1,898,4.4
4/1/2007,Daejeon,1329,10.99,490,4.1,282,2.3,754,6.2,839,6.9
4/1/2007,Gangwon-do,1161,9.39,918,7.4,301,2.4,740,6,243,2
4/1/2007,Gwangju,1238,10.68,474,4.1,218,1.9,736,6.3,764,6.6
4/1/2007,Gyeonggi-do,10149,11.26,3662,4.1,2461,2.7,6297,7,6487,7.2
4/1/2007,Gyeongsangbuk-do,2058,9.33,1711,7.8,436,2,1237,5.6,347,1.6
4/1/2007,Gyeongsangnam-do,2643,10.13,1589,6.1,604,2.3,1614,6.2,1054,4
4/1/2007,Incheon,2183,10.07,970,4.5,707,3.3,1420,6.6,1213,5.6
4/1/2007,Jeju,485,10.57,237,5.2,125,2.7,261,5.7,248,5.4
4/1/2007,Jeollabuk-do,1438,9.39,1125,7.3,370,2.4,868,5.7,313,2
4/1/2007,Jeollanam-do,1434,9.01,1278,8,372,2.3,884,5.6,156,1
4/1/2007,Seoul,8350,9.96,3228,3.9,2054,2.4,5775,6.9,5122,6.1
4/1/2007,Ulsan,943,10.49,306,3.4,239,2.7,529,5.9,637,7.1
4/1/2007,Whole country,40290,9.99,20454,5.1,10348,2.6,26573,6.6,19836,4.9
5/1/2007,Busan,2302,7.52,1593,5.2,790,2.6,1891,6.2,709,2.3
5/1/2007,Chungcheongbuk-do,1233,9.69,805,6.3,289,2.3,884,6.9,428,3.4
5/1/2007,Chungcheongnam-do,1644,9.77,1180,7,408,2.4,1328,7.9,464,2.8
5/1/2007,Daegu,1817,8.57,934,4.4,415,2,1356,6.4,883,4.2
5/1/2007,Daejeon,1234,9.87,512,4.1,280,2.2,951,7.6,722,5.8
5/1/2007,Gangwon-do,1118,8.76,893,7,320,2.5,888,7,225,1.8
5/1/2007,Gwangju,1153,9.62,501,4.2,256,2.1,859,7.2,652,5.4
5/1/2007,Gyeonggi-do,10212,10.94,3606,3.9,2653,2.8,7514,8.1,6606,7.1
5/1/2007,Gyeongsangbuk-do,2064,9.06,1658,7.3,487,2.1,1587,7,406,1.8
5/1/2007,Gyeongsangnam-do,2763,10.24,1561,5.8,677,2.5,1938,7.2,1202,4.5
5/1/2007,Incheon,2079,9.27,927,4.1,650,2.9,1626,7.3,1152,5.1
5/1/2007,Jeju,446,9.4,240,5.1,135,2.8,340,7.2,206,4.3
5/1/2007,Jeollabuk-do,1373,8.68,1184,7.5,374,2.4,1016,6.4,189,1.2
5/1/2007,Jeollanam-do,1409,8.57,1315,8,333,2,1000,6.1,94,0.6
5/1/2007,Seoul,8049,9.29,3262,3.8,2129,2.5,7167,8.3,4787,5.5
5/1/2007,Ulsan,1017,10.95,345,3.7,221,2.4,683,7.4,672,7.2
5/1/2007,Whole country,39913,9.57,20516,4.9,10653,2.6,31827,7.6,19397,4.7
6/1/2007,Busan,2101,7.1,1493,5,645,2.2,1776,6,608,2.1
6/1/2007,Chungcheongbuk-do,1159,9.4,763,6.2,299,2.4,754,6.1,396,3.2
6/1/2007,Chungcheongnam-do,1547,9.49,1054,6.5,384,2.4,1093,6.7,493,3
6/1/2007,Daegu,1700,8.29,825,4,420,2,1162,5.7,875,4.3
6/1/2007,Daejeon,1202,9.93,523,4.3,285,2.4,791,6.5,679,5.6
6/1/2007,Gangwon-do,1014,8.2,801,6.5,313,2.5,700,5.7,213,1.7
6/1/2007,Gwangju,1142,9.85,467,4,199,1.7,687,5.9,675,5.8
6/1/2007,Gyeonggi-do,9268,10.25,3409,3.8,2330,2.6,6590,7.3,5859,6.5
6/1/2007,Gyeongsangbuk-do,1906,8.65,1539,7,453,2.1,1350,6.1,367,1.7
6/1/2007,Gyeongsangnam-do,2468,9.45,1371,5.2,602,2.3,1718,6.6,1097,4.2
6/1/2007,Incheon,2000,9.21,990,4.6,673,3.1,1493,6.9,1010,4.6
6/1/2007,Jeju,470,10.23,236,5.1,130,2.8,268,5.8,234,5.1
6/1/2007,Jeollabuk-do,1274,8.32,1050,6.9,332,2.2,847,5.5,224,1.5
6/1/2007,Jeollanam-do,1366,8.59,1289,8.1,325,2,875,5.5,77,0.5
6/1/2007,Seoul,7605,9.07,2979,3.6,1927,2.3,6012,7.2,4626,5.5
6/1/2007,Ulsan,890,9.89,332,3.7,209,2.3,642,7.1,558,6.2
6/1/2007,Whole country,37112,9.19,19121,4.7,9804,2.4,27575,6.8,17991,4.5
7/1/2007,Busan,2242,7.33,1494,4.9,734,2.4,1510,4.9,748,2.4
7/1/2007,Chungcheongbuk-do,1174,9.21,756,5.9,298,2.3,715,5.6,418,3.3
7/1/2007,Chungcheongnam-do,1702,10.1,1055,6.3,417,2.5,950,5.6,647,3.8
7/1/2007,Daegu,1728,8.15,853,4,436,2.1,983,4.6,875,4.1
7/1/2007,Daejeon,1244,9.94,477,3.8,310,2.5,732,5.8,767,6.1
7/1/2007,Gangwon-do,1091,8.54,750,5.9,322,2.5,659,5.2,341,2.7
7/1/2007,Gwangju,1131,9.43,480,4,234,2,648,5.4,651,5.4
7/1/2007,Gyeonggi-do,10088,10.78,3571,3.8,2457,2.6,5893,6.3,6517,7
7/1/2007,Gyeongsangbuk-do,1993,8.75,1565,6.9,459,2,1188,5.2,428,1.9
7/1/2007,Gyeongsangnam-do,2639,9.77,1546,5.7,631,2.3,1501,5.6,1093,4
7/1/2007,Incheon,2188,9.73,867,3.9,676,3,1295,5.8,1321,5.9
7/1/2007,Jeju,535,11.27,231,4.9,136,2.9,225,4.7,304,6.4
7/1/2007,Jeollabuk-do,1330,8.41,1081,6.8,376,2.4,741,4.7,249,1.6
7/1/2007,Jeollanam-do,1367,8.32,1194,7.3,379,2.3,746,4.5,173,1.1
7/1/2007,Seoul,8119,9.37,3136,3.6,2075,2.4,5702,6.6,4983,5.8
7/1/2007,Ulsan,951,10.22,358,3.8,266,2.9,532,5.7,593,6.4
7/1/2007,Whole country,39522,9.47,19414,4.7,10462,2.5,24817,5.9,20108,4.8
8/1/2007,Busan,2551,8.35,1503,4.9,767,2.5,1727,5.6,1048,3.4
8/1/2007,Chungcheongbuk-do,1305,10.23,772,6.1,318,2.5,692,5.4,533,4.2
8/1/2007,Chungcheongnam-do,1884,11.17,1148,6.8,421,2.5,961,5.7,736,4.4
8/1/2007,Daegu,2047,9.65,922,4.3,473,2.2,1121,5.3,1125,5.3
8/1/2007,Daejeon,1409,11.25,468,3.7,308,2.5,717,5.7,941,7.5
8/1/2007,Gangwon-do,1227,9.61,858,6.7,307,2.4,618,4.8,369,2.9
8/1/2007,Gwangju,1278,10.65,455,3.8,269,2.2,655,5.5,823,6.9
8/1/2007,Gyeonggi-do,11317,12.08,3462,3.7,2830,3,6246,6.7,7855,8.4
8/1/2007,Gyeongsangbuk-do,2172,9.54,1628,7.1,518,2.3,1169,5.1,544,2.4
8/1/2007,Gyeongsangnam-do,3044,11.26,1562,5.8,684,2.5,1503,5.6,1482,5.5
8/1/2007,Incheon,2358,10.47,926,4.1,692,3.1,1419,6.3,1432,6.4
8/1/2007,Jeju,560,11.79,225,4.7,140,2.9,248,5.2,335,7.1
8/1/2007,Jeollabuk-do,1528,9.67,975,6.2,387,2.4,766,4.8,553,3.5
8/1/2007,Jeollanam-do,1515,9.22,1305,7.9,403,2.5,781,4.8,210,1.3
8/1/2007,Seoul,8813,10.17,3117,3.6,2185,2.5,5982,6.9,5696,6.6
8/1/2007,Ulsan,1033,11.1,286,3.1,169,1.8,525,5.6,747,8
8/1/2007,Whole country,44041,10.55,19612,4.7,11220,2.7,25920,6.2,24429,5.8
9/1/2007,Busan,2605,8.81,1465,5,624,2.1,1019,3.4,1140,3.9
9/1/2007,Chungcheongbuk-do,1362,11.02,792,6.4,227,1.8,489,4,570,4.6
9/1/2007,Chungcheongnam-do,1882,11.52,1127,6.9,351,2.1,700,4.3,755,4.6
9/1/2007,Daegu,2031,9.89,912,4.4,352,1.7,686,3.3,1119,5.5
9/1/2007,Daejeon,1368,11.28,464,3.8,261,2.2,501,4.1,904,7.5
9/1/2007,Gangwon-do,1225,9.91,790,6.4,269,2.2,470,3.8,435,3.5
9/1/2007,Gwangju,1320,11.37,518,4.5,232,2,436,3.8,802,6.9
9/1/2007,Gyeonggi-do,11498,12.66,3616,4,2116,2.3,4459,4.9,7882,8.7
9/1/2007,Gyeongsangbuk-do,2172,9.86,1581,7.2,394,1.8,818,3.7,591,2.7
9/1/2007,Gyeongsangnam-do,3059,11.68,1543,5.9,455,1.7,1053,4,1516,5.8
9/1/2007,Incheon,2390,10.95,950,4.4,588,2.7,1046,4.8,1440,6.6
9/1/2007,Jeju,536,11.66,241,5.2,100,2.2,149,3.2,295,6.4
9/1/2007,Jeollabuk-do,1567,10.25,1073,7,280,1.8,562,3.7,494,3.2
9/1/2007,Jeollanam-do,1629,10.25,1356,8.5,267,1.7,546,3.4,273,1.7
9/1/2007,Seoul,9153,10.91,3105,3.7,1720,2.1,4292,5.1,6048,7.2
9/1/2007,Ulsan,1074,11.91,324,3.6,147,1.6,387,4.3,750,8.3
9/1/2007,Whole country,44871,11.1,19857,4.9,8673,2.1,18284,4.5,25014,6.2
10/1/2007,Busan,2689,8.81,1687,5.5,753,2.5,1544,5.1,1002,3.3
10/1/2007,Chungcheongbuk-do,1465,11.47,856,6.7,333,2.6,874,6.8,609,4.8
10/1/2007,Chungcheongnam-do,1858,11,1196,7.1,432,2.6,1134,6.7,662,3.9
10/1/2007,Daegu,1995,9.41,977,4.6,448,2.1,1177,5.6,1018,4.8
10/1/2007,Daejeon,1493,11.91,528,4.2,324,2.6,736,5.9,965,7.7
10/1/2007,Gangwon-do,1270,9.94,887,6.9,337,2.6,710,5.6,383,3
10/1/2007,Gwangju,1347,11.22,546,4.5,293,2.4,639,5.3,801,6.7
10/1/2007,Gyeonggi-do,11594,12.35,3819,4.1,2756,2.9,6574,7,7775,8.3
10/1/2007,Gyeongsangbuk-do,2327,10.22,1705,7.5,479,2.1,1291,5.7,622,2.7
10/1/2007,Gyeongsangnam-do,3102,11.45,1741,6.4,708,2.6,1558,5.8,1361,5
10/1/2007,Incheon,2488,11.02,967,4.3,730,3.2,1550,6.9,1521,6.7
10/1/2007,Jeju,532,11.19,267,5.6,151,3.2,272,5.7,265,5.6
10/1/2007,Jeollabuk-do,1583,10.02,1139,7.2,395,2.5,826,5.2,444,2.8
10/1/2007,Jeollanam-do,1613,9.83,1452,8.8,350,2.1,882,5.4,161,1
10/1/2007,Seoul,9265,10.7,3408,3.9,2272,2.6,6141,7.1,5857,6.8
10/1/2007,Ulsan,1101,11.82,356,3.8,236,2.5,579,6.2,745,8
10/1/2007,Whole country,45722,10.94,21531,5.2,11329,2.7,27323,6.5,24191,5.8
11/1/2007,Busan,2476,8.39,1559,5.3,773,2.6,2138,7.2,917,3.1
11/1/2007,Chungcheongbuk-do,1266,10.24,802,6.5,351,2.8,993,8,464,3.8
11/1/2007,Chungcheongnam-do,1727,10.55,1260,7.7,427,2.6,1369,8.4,467,2.9
11/1/2007,Daegu,1876,9.15,984,4.8,530,2.6,1353,6.6,892,4.4
11/1/2007,Daejeon,1349,11.13,539,4.4,321,2.6,1023,8.4,810,6.7
11/1/2007,Gangwon-do,1097,8.88,872,7.1,285,2.3,879,7.1,225,1.8
11/1/2007,Gwangju,1234,10.62,522,4.5,262,2.3,803,6.9,712,6.1
11/1/2007,Gyeonggi-do,10704,11.77,3758,4.1,2581,2.8,8060,8.9,6946,7.6
11/1/2007,Gyeongsangbuk-do,2097,9.51,1678,7.6,511,2.3,1665,7.6,419,1.9
11/1/2007,Gyeongsangnam-do,2831,10.79,1729,6.6,667,2.5,2161,8.2,1102,4.2
11/1/2007,Incheon,2254,10.31,968,4.4,673,3.1,1809,8.3,1286,5.9
11/1/2007,Jeju,499,10.85,257,5.6,104,2.3,335,7.3,242,5.3
11/1/2007,Jeollabuk-do,1419,9.28,1188,7.8,369,2.4,1061,6.9,231,1.5
11/1/2007,Jeollanam-do,1525,9.6,1426,9,331,2.1,985,6.2,99,0.6
11/1/2007,Seoul,8465,10.11,3253,3.9,2206,2.6,7277,8.7,5212,6.2
11/1/2007,Ulsan,1046,11.59,375,4.2,243,2.7,794,8.8,671,7.4
11/1/2007,Whole country,41865,10.35,21170,5.2,10949,2.7,33472,8.3,20695,5.1
12/1/2007,Busan,2122,6.96,1762,5.8,753,2.5,2519,8.3,360,1.2
12/1/2007,Chungcheongbuk-do,1098,8.58,854,6.7,274,2.1,1141,8.9,244,1.9
