Case_Year,Case Number,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2024,30214,02/26/2024 02:53:00 AM,Brooklyn,,13,60,MD Residential Structure,Candle,Open Flame
2024,30215,02/26/2024 04:52:00 AM,Brooklyn,,2,88,Vehicle,Preliminary Investigation Only,Other
2024,40211,02/26/2024 08:21:00 AM,Queens,,13,105,Vehicle,Preliminary Investigation Only,Other
2024,10104,02/26/2024 10:50:00 AM,Manhattan,,9,26,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20162,02/26/2024 06:49:00 PM,Bronx,17,4,44,Vehicle,Other - Hot Objects,Hot Objects
2024,30216,02/26/2024 07:50:00 PM,Brooklyn,,3,81,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,20163,02/26/2024 08:42:00 PM,Bronx,,6,48,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2024,20164,02/27/2024 12:27:00 PM,Bronx,,11,49,School,Incendiary,Incendiary
2024,10105,02/27/2024 02:16:00 PM,Manhattan,,5,13,Commercial Structure,Clothes Dryer - Electric,Appliances
2024,30217,02/27/2024 02:47:00 PM,Brooklyn,,2,84,Commercial Structure,Heat or Sparks from Friction,Hot Objects
2024,40213,02/27/2024 06:17:00 PM,Queens,,11,111,PD Residential Structure,Lighting Fixture,Electrical
2024,30218,02/27/2024 07:06:00 PM,Brooklyn,40,7,68,Vehicle,Preliminary Investigation Only,Other
2024,20165,02/27/2024 08:07:00 PM,Bronx,,12,47,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,40214,02/27/2024 08:09:00 PM,Queens,,12,103,Vehicle,Preliminary Investigation Only,Other
2024,40215,02/27/2024 08:18:00 PM,Queens,,12,113,Vehicle,Incendiary,Incendiary
2024,20166,02/27/2024 08:41:00 PM,Bronx,15,12,47,Vehicle,Preliminary Investigation Only,Other
2024,40216,02/27/2024 09:45:00 PM,Queens,,2,108,Vehicle,Incendiary,Incendiary
2024,20167,02/27/2024 09:53:00 PM,Bronx,3,9,43,Vehicle,Preliminary Investigation Only,Other
2024,30219,02/28/2024 02:27:00 AM,Brooklyn,,3,79,MD Residential Structure,Electrical Wiring,Electrical
2024,40217,02/28/2024 04:00:00 AM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,20168,02/28/2024 06:28:00 AM,Bronx,,11,49,MD Residential Structure,Portable Heater,Heaters
2024,10106,02/28/2024 06:42:00 AM,Manhattan,6,6,13,Vehicle,Preliminary Investigation Only,Other
2024,30220,02/28/2024 10:46:00 AM,Brooklyn,,10,68,Vehicle,Preliminary Investigation Only,Other
2024,30221,02/28/2024 11:08:00 AM,Brooklyn,,4,83,MD Residential Structure,Electrical Wiring,Electrical
2024,30222,02/28/2024 12:23:00 PM,Brooklyn,40,1,68,MD Residential Structure,Incendiary,Incendiary
2024,30223,02/28/2024 01:21:00 PM,Brooklyn,,3,79,PD Residential Structure,Food on the Stove,Cooking
2024,20169,02/28/2024 03:01:00 PM,Bronx,,1,40,Government Structure,Incendiary - Reckless Use of Open Flame,Incendiary
2024,10107,02/28/2024 03:31:00 PM,Manhattan,,12,34,MD Residential Structure,Portable Heater - Electric,Heaters
2024,40218,02/28/2024 07:22:00 PM,Queens,,8,107,Commercial Structure,Electrical Wiring,Electrical
2024,40219,02/28/2024 09:02:00 PM,Queens,,13,105,Vehicle,Other Motor,Motors
2024,20170,02/29/2024 01:36:00 AM,Bronx,,3,42,MD Residential Structure,Stove  - Natural Gas,Appliances
2024,30224,02/29/2024 07:33:00 AM,Brooklyn,57,2,88,Vehicle,Preliminary Investigation Only,Other
2024,10108,02/29/2024 01:37:00 PM,Manhattan,,12,34,MD Residential Structure,Incendiary - Fireworks,Incendiary
2024,77055,02/29/2024 01:40:00 PM,Queens,,1,114,No Fire,Other - No Fire,No Fire
2024,30225,02/29/2024 04:42:00 PM,Brooklyn,57,3,79,Commercial Structure,Clothes Dryer,Appliances
2024,77111,02/29/2024 07:24:00 PM,Brooklyn,57,4,81,Sidewalk,Lithium Ion Battery,Electrical
2024,20171,02/29/2024 08:26:00 PM,Bronx,,7,52,MD Residential Structure,Preliminary Investigation Only,Other
2024,30226,02/29/2024 10:19:00 PM,Brooklyn,,18,63,Vehicle,Incendiary,Incendiary
2024,30227,02/29/2024 10:38:00 PM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,40220,03/01/2024 01:03:00 AM,Queens,,4,110,Vehicle,Motors - Fossil Fuel Powered,Motors
2024,40221,03/01/2024 03:42:00 AM,Queens,,14,101,PD Residential Structure,Preliminary Investigation Only,Other
2024,10109,03/01/2024 04:44:00 AM,Manhattan,,10,28,Commercial Structure,Electrical Wiring,Electrical
2024,40222,03/01/2024 06:31:00 AM,Queens,,9,102,Commercial Structure,Lithium Ion Battery,Electrical
2024,10110,03/01/2024 06:46:00 AM,Manhattan,,12,33,Vehicle,Preliminary Investigation Only,Other
2024,20172,03/01/2024 09:00:00 AM,Bronx,3,9,43,Vehicle,Preliminary Investigation Only,Other
2024,10111,03/01/2024 03:46:00 PM,Manhattan,,3,9,MD Residential Structure,Candle,Open Flame
2024,30228,03/01/2024 05:14:00 PM,Brooklyn,,11,62,Vehicle,Preliminary Investigation Only,Other
2024,30229,03/01/2024 05:34:00 PM,Brooklyn,,15,61,Commercial Structure,Electrical Wiring,Electrical
2024,30230,03/01/2024 05:46:00 PM,Brooklyn,,5,75,Commercial Structure,Rangehood Fire - Ductwork,Cooking
2024,77057,03/01/2024 05:48:00 PM,Bronx,,3,42,PD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,77060,03/01/2024 06:32:00 PM,Queens,,2,115,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,30231,03/01/2024 08:19:00 PM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,40224,03/02/2024 11:43:00 AM,Queens,,5,104,,Preliminary Investigation Only,Other
2024,30232,03/02/2024 01:33:00 PM,Brooklyn,40,10,68,Commercial Structure,Clothes Dryer - Natural Gas,Appliances
2024,30233,03/02/2024 02:02:00 PM,Brooklyn,,3,81,MD Residential Structure,Candle,Open Flame
2024,30234,03/02/2024 05:24:00 PM,Brooklyn,44,5,75,PD Residential Structure,Electrical Wiring,Electrical
2024,77058,03/02/2024 06:45:00 PM,Brooklyn,,5,75,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,20174,03/02/2024 06:47:00 PM,Bronx,,9,43,Vehicle,Preliminary Investigation Only,Other
2024,20175,03/02/2024 08:49:00 PM,Bronx,,5,44,Vehicle,Preliminary Investigation Only,Other
2024,50038,03/02/2024 09:33:00 PM,Staten Island,,1,120,Commercial Structure,Electrical Wiring,Electrical
2024,30235,03/02/2024 11:29:00 PM,Brooklyn,,17,67,PD Residential Structure,Electrical Wiring,Electrical
2024,77059,03/03/2024 01:12:00 AM,Bronx,,3,42,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,30236,03/03/2024 04:25:00 AM,Brooklyn,35,3,81,Hospital,Electrical Wiring,Electrical
2024,20177,03/03/2024 08:42:00 AM,Bronx,,1,40,MD Residential Structure,Incendiary,Incendiary
2024,20178,03/03/2024 12:17:00 PM,Bronx,,9,43,MD Residential Structure,Computer Component(s),Electrical Devices
2024,40226,03/03/2024 02:22:00 PM,Queens,,6,112,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30238,03/03/2024 04:58:00 PM,Brooklyn,42,10,68,Vehicle,Preliminary Investigation Only,Other
2024,30239,03/03/2024 05:01:00 PM,Brooklyn,42,11,62,Vehicle,Preliminary Investigation Only,Other
2024,30237,03/03/2024 05:03:00 PM,Brooklyn,,2,88,Religious Structure,Smoking (Cigarette/Cigar),Smoking
2024,30240,03/03/2024 05:50:00 PM,Brooklyn,,16,73,MD Residential Structure,Electrical Wiring,Electrical
2024,20179,03/03/2024 09:39:00 PM,Bronx,,11,49,Vehicle,Preliminary Investigation Only,Other
2024,20180,03/03/2024 10:36:00 PM,Bronx,18,6,48,Vehicle,Preliminary Investigation Only,Other
2024,20181,03/04/2024 02:14:00 AM,Bronx,,7,52,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30241,03/04/2024 08:42:00 AM,Brooklyn,,8,77,Vehicle,Preliminary Investigation Only,Other
2024,30242,03/04/2024 11:31:00 AM,Brooklyn,,5,75,MD Residential Structure,Heat or Sparks from Friction,Hot Objects
2024,30243,03/04/2024 12:01:00 PM,Brooklyn,,1,90,No Fire,Preliminary Investigation Only,Other
2024,40229,03/04/2024 01:43:00 PM,Queens,,2,108,Vehicle,Preliminary Investigation Only,Other
2024,30244,03/04/2024 02:14:00 PM,Brooklyn,35,1,90,MD Residential Structure,Incendiary,Incendiary
2024,20182,03/04/2024 02:14:00 PM,Bronx,,11,49,School,Incendiary,Incendiary
2024,30245,03/04/2024 02:41:00 PM,Brooklyn,35,3,79,MD Residential Structure,Stove/Cooking - Stove,Cooking
2024,20183,03/04/2024 04:00:00 PM,Bronx,,7,52,MD Residential Structure,Stove/Cooking - Stove,Cooking
2024,20184,03/04/2024 04:18:00 PM,Bronx,,11,49,MD Residential Structure,Incense,Hot Objects
2024,20185,03/04/2024 06:15:00 PM,Bronx,,8,50,Vehicle,Preliminary Investigation Only,Other
2024,40230,03/04/2024 08:25:00 PM,Queens,,8,107,Vehicle,Preliminary Investigation Only,Other
2024,30246,03/05/2024 01:03:00 AM,Brooklyn,,9,71,PD Residential Structure,Portable Heater - Electric,Heaters
2024,40231,03/05/2024 03:27:00 AM,Queens,,7,109,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,20186,03/05/2024 04:20:00 AM,Bronx,,11,49,PD Residential Structure,Incendiary,Incendiary
2024,40233,03/05/2024 06:52:00 AM,Queens,,8,107,MD Residential Structure,Hard Wire Outlet,Electrical
2024,30247,03/05/2024 09:55:00 AM,Brooklyn,44,16,73,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2024,77061,03/05/2024 11:55:00 AM,Bronx,,9,43,MFA,Other - No Fire,No Fire
2024,40235,03/05/2024 01:27:00 PM,Queens,52,7,109,Vehicle,Preliminary Investigation Only,Other
2024,50039,03/05/2024 03:42:00 PM,Staten Island,,1,120,MD Residential Structure,Electrical Wiring,Electrical
2024,20187,03/05/2024 03:45:00 PM,Bronx,18,6,48,Vehicle,Preliminary Investigation Only,Other
2024,20188,03/05/2024 04:45:00 PM,Bronx,,11,49,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,40236,03/05/2024 06:00:00 PM,Queens,,4,110,MD Residential Structure,Spontaneous Combustion,Natural Sources
2024,77062,03/05/2024 10:06:00 PM,Queens,,2,108,Vehicle,Lithium Ion Battery,Electrical
2024,20189,03/06/2024 06:23:00 AM,Bronx,,9,43,MD Residential Structure,Incendiary,Incendiary
2024,30248,03/06/2024 07:27:00 AM,Brooklyn,,18,69,PD Residential Structure,Electrical Wiring,Electrical
2024,77063,03/06/2024 11:05:00 AM,Bronx,15,11,49,MFA,MFA,No Fire
2024,10112,03/06/2024 03:43:00 PM,Manhattan,11,7,20,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20191,03/06/2024 04:55:00 PM,Bronx,27,11,49,MD Residential Structure,Other - No Fire,No Fire
2024,30249,03/06/2024 05:30:00 PM,Brooklyn,57,4,81,Vehicle,Preliminary Investigation Only,Other
2024,20192,03/06/2024 06:29:00 PM,Bronx,20,11,49,Vehicle,Preliminary Investigation Only,Other
2024,30250,03/07/2024 12:18:00 AM,Brooklyn,31,6,78,Commercial Structure,Other - Hot Objects,Hot Objects
2024,20195,03/07/2024 11:39:00 AM,Bronx,14,1,42,School,Incendiary,Incendiary
2024,50041,03/07/2024 12:57:00 PM,Staten Island,21,2,122,Vehicle,Preliminary Investigation Only,Other
2024,20196,03/07/2024 04:02:00 PM,Bronx,14,1,40,MD Residential Structure,Preliminary Investigation Only,Other
2024,30251,03/07/2024 04:32:00 PM,Brooklyn,43,11,62,Vehicle,Preliminary Investigation Only,Other
2024,20197,03/07/2024 06:35:00 PM,Bronx,15,12,47,Vehicle,Electrical Wiring,Electrical
2024,40239,03/07/2024 08:51:00 PM,Queens,46,5,104,Vehicle,Preliminary Investigation Only,Other
2024,30252,03/07/2024 09:52:00 PM,Brooklyn,39,5,75,Vehicle,Preliminary Investigation Only,Other
2024,20198,03/08/2024 12:02:00 AM,Bronx,15,12,47,Vehicle,Preliminary Investigation Only,Other
2024,77064,03/08/2024 04:12:00 AM,Manhattan,4,3,9,MD Residential Structure,Incendiary,Incendiary
2024,40240,03/08/2024 08:42:00 AM,Queens,47,14,101,Vehicle,Smoking (Cigarette/Cigar),Smoking
2024,40241,03/08/2024 10:06:00 AM,Queens,50,12,103,Vehicle,Other - Hot Objects,Hot Objects
2024,10113,03/08/2024 10:18:00 AM,Manhattan,12,10,28,Possible Single Room Occupancy,Smoking (Cigarette/Cigar),Smoking
2024,40242,03/08/2024 02:29:00 PM,Queens,53,,105,,Preliminary Investigation Only,Other
2024,40243,03/08/2024 03:51:00 PM,Queens,53,13,105,Garage/Shed,Electrical Wiring,Electrical
2024,77065,03/08/2024 04:20:00 PM,Bronx,27,7,52,Commercial Structure,Other - No Fire,No Fire
2024,20199,03/08/2024 07:49:00 PM,Bronx,15,12,47,Vehicle,Preliminary Investigation Only,Other
2024,20200,03/08/2024 09:10:00 PM,Bronx,19,8,50,MD Residential Structure,Candle,Open Flame
2024,10114,03/08/2024 11:39:00 PM,Manhattan,12,10,28,Commercial Structure,Incendiary - Torch - Illegal Use of,Incendiary
2024,77066,03/09/2024 01:17:00 AM,Brooklyn,57,3,90,Vehicle,Lithium Ion Battery,Electrical
2024,20201,03/09/2024 09:21:00 AM,Bronx,15,7,52,MD Residential Structure,Incense,Hot Objects
2024,10116,03/09/2024 09:39:00 AM,Manhattan,9,4,18,Other,Lithium Ion Battery,Electrical
2024,10115,03/09/2024 09:40:00 AM,Manhattan,4,3,9,MD Residential Structure,Electrical Wiring,Electrical
2024,10117,03/09/2024 10:22:00 AM,Manhattan,7,4,10,MD Residential Structure,Incendiary,Incendiary
2024,30253,03/09/2024 02:29:00 PM,Brooklyn,57,1,90,Vehicle,Preliminary Investigation Only,Other
2024,20202,03/09/2024 06:15:00 PM,Bronx,18,9,43,MD Residential Structure,Aerosol Can,Open Flame
2024,50042,03/09/2024 06:46:00 PM,Staten Island,23,3,123,Boat,Rekindle,Other
2024,30254,03/09/2024 09:19:00 PM,Brooklyn,41,14,71,MD Residential Structure,Electrical Wiring,Electrical
2024,20203,03/10/2024 11:28:00 AM,Bronx,27,11,52,Vehicle,Preliminary Investigation Only,Other
2024,20204,03/10/2024 02:15:00 PM,Bronx,17,4,44,MD Residential Structure,Incendiary,Incendiary
2024,40246,03/10/2024 05:40:00 PM,Queens,49,3,115,PD Residential Structure,Electrical Wiring,Electrical
2024,40247,03/10/2024 06:21:00 PM,Queens,47,14,101,MD Residential Structure,Electrical Wiring,Electrical
2024,40248,03/10/2024 08:06:00 PM,Queens,51,9,102,PD Residential Structure,Extension Cord,Electrical
2024,40249,03/10/2024 08:18:00 PM,Queens,45,5,104,PD Residential Structure,Electrical Wiring,Electrical
2024,30255,03/11/2024 12:31:00 AM,Brooklyn,44,16,73,Vehicle,Preliminary Investigation Only,Other
2024,10118,03/11/2024 03:58:00 AM,Manhattan,16,10,32,MD Residential Structure,Candle,Open Flame
2024,10119,03/11/2024 04:08:00 AM,Manhattan,16,11,25,Vehicle,Preliminary Investigation Only,Other
2024,30256,03/11/2024 10:26:00 AM,Brooklyn,39,5,75,PD Residential Structure,Electrical Wiring,Electrical
2024,20205,03/11/2024 12:22:00 PM,Bronx,26,2,41,Commercial Structure,Electrical Wiring,Electrical
2024,30257,03/11/2024 01:45:00 PM,Brooklyn,41,18,63,Vehicle,Preliminary Investigation Only,Other
2024,20206,03/11/2024 02:19:00 PM,Bronx,19,8,50,MD Residential Structure,Lithium Ion Battery,Electrical
2024,30258,03/11/2024 05:24:00 PM,Brooklyn,40,7,68,MD Residential Structure,Candle,Open Flame
2024,30259,03/11/2024 05:41:00 PM,Brooklyn,31,1,90,MD Residential Structure,Incendiary,Incendiary
2024,30260,03/11/2024 06:14:00 PM,Brooklyn,39,5,75,Vehicle,Preliminary Investigation Only,Other
2024,30261,03/11/2024 06:37:00 PM,Brooklyn,44,5,75,Garage/Shed,Hard Wire Outlet,Electrical
2024,20207,03/11/2024 10:45:00 PM,Bronx,3,9,43,Vehicle,Incendiary - Combustible Material,Incendiary
2024,20208,03/12/2024 12:58:00 AM,Bronx,20,Out of NYC,45,Vehicle,Preliminary Investigation Only,Other
2024,30262,03/12/2024 01:23:00 AM,Brooklyn,57,3,79,MD Residential Structure,Candle,Open Flame
2024,40252,03/12/2024 01:43:00 AM,Queens,51,9,102,PD Residential Structure,Electrical Wiring,Electrical
2024,30263,03/12/2024 04:17:00 AM,Brooklyn,42,11,62,MD Residential Structure,Electrical Wiring,Electrical
2024,30264,03/12/2024 06:09:00 AM,Brooklyn,58,18,69,PD Residential Structure,Electrical Wiring,Electrical
2024,30265,03/12/2024 06:21:00 AM,Brooklyn,33,18,63,Vehicle,Vehicle Wiring,Electrical
2024,20211,03/12/2024 07:06:00 AM,Bronx,27,11,49,MD Residential Structure,Hard Wire Outlet,Electrical
2024,40254,03/12/2024 07:34:00 AM,Queens,47,14,101,PD Residential Structure,Electrical Wiring,Electrical
2024,30266,03/12/2024 08:36:00 AM,Brooklyn,40,7,68,Outside Rubbish,Incendiary,Incendiary
2024,20212,03/12/2024 08:45:00 AM,Bronx,3,9,43,PD Residential Structure,Power Strip,Electrical
2024,40255,03/12/2024 09:46:00 AM,Queens,54,13,113,Vehicle,Preliminary Investigation Only,Other
2024,30267,03/12/2024 11:28:00 AM,Brooklyn,31,1,90,MD Residential Structure,Incendiary,Incendiary
2024,50043,03/12/2024 12:58:00 PM,Staten Island,22,1,120,Vehicle,Preliminary Investigation Only,Other
2024,40256,03/12/2024 03:45:00 PM,Queens,50,6,112,PD Residential Structure,Extension Cord,Electrical
2024,77067,03/12/2024 06:00:00 PM,Bronx,,12,47,PD Residential Structure,Incendiary,Incendiary
2024,40258,03/12/2024 08:17:00 PM,Queens,54,13,113,Vehicle,Preliminary Investigation Only,Other
2024,20213,03/12/2024 08:47:00 PM,Bronx,19,5,44,Vehicle,Preliminary Investigation Only,Other
2024,40259,03/12/2024 08:57:00 PM,Queens,52,12,109,Vehicle,Preliminary Investigation Only,Other
2024,20214,03/13/2024 01:05:00 AM,Bronx,17,4,44,School,Torch - Legal Use of,Open Flame
2024,10120,03/13/2024 02:53:00 AM,Manhattan,6,2,6,School,Smoking (Cigarette/Cigar),Smoking
2024,20215,03/13/2024 03:41:00 AM,Bronx,20,10,45,Vehicle,Incendiary,Incendiary
2024,10121,03/13/2024 09:35:00 AM,Manhattan,13,12,34,MD Residential Structure,Extension Cord,Electrical
2024,40260,03/13/2024 01:16:00 PM,Queens,54,12,113,Commercial Structure,Electrical Wiring,Electrical
2024,30268,03/13/2024 01:53:00 PM,Brooklyn,37,3,81,PD Residential Structure,Electrical Wiring,Electrical
2024,30269,03/13/2024 02:55:00 PM,Brooklyn,39,5,75,PD Residential Structure,Electrical Wiring,Electrical
2024,10122,03/13/2024 05:25:00 PM,Manhattan,16,7,30,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2024,50044,03/13/2024 06:20:00 PM,Staten Island,22,1,120,PD Residential Structure,Heat or Sparks from Friction,Hot Objects
2024,77068,03/13/2024 09:14:00 PM,Bronx,,,50,MD Residential Structure,Preliminary Investigation Only,Other
2024,20216,03/13/2024 09:17:00 PM,Bronx,19,8,50,MD Residential Structure,Incendiary,Incendiary
