Case_Year,Case Number,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2024,77013,11/26/2023 07:57:00 PM,Bronx,3,9,43,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,77052,12/14/2023 04:46:00 AM,Queens,,9,102,Outside Rubbish,Incendiary,Incendiary
2024,70012,12/16/2023 08:38:00 PM,Manhattan,2,2,6,Outside Rubbish,Incendiary,Incendiary
2024,41204,12/31/2023 11:46:00 PM,Queens,,2,108,MD Residential Structure,Electrical Wiring,Electrical
2024,30000,01/01/2024 12:04:00 AM,Brooklyn,43,13,62,PD Residential Structure,Electrical Wiring,Electrical
2024,20000,01/01/2024 12:05:00 AM,Bronx,,12,47,MD Residential Structure,Stove/Cooking - Stove,Cooking
2024,20001,01/01/2024 12:15:00 AM,Bronx,,5,46,Vehicle,Incendiary,Incendiary
2024,40000,01/01/2024 01:02:00 AM,Queens,,3,115,MD Residential Structure,Incense,Hot Objects
2024,10000,01/01/2024 01:37:00 AM,Manhattan,,1,14,No Fire,Preliminary Investigation Only,Other
2024,77000,01/01/2024 01:37:00 AM,Manhattan,7,4,14,Vehicle,Preliminary Investigation Only,Other
2024,20002,01/01/2024 02:12:00 AM,Bronx,,12,47,Vehicle,Incendiary,Incendiary
2024,77004,01/01/2024 02:30:00 AM,Bronx,14,1,40,MD Residential Structure,Incendiary - Attempted Arson,Incendiary
2024,77001,01/01/2024 03:07:00 AM,Manhattan,,Out of NYC,25,Vehicle,Other Motor,Motors
2024,20003,01/01/2024 03:13:00 AM,Bronx,,9,43,Vehicle,Preliminary Investigation Only,Other
2024,40001,01/01/2024 06:24:00 AM,Queens,,3,110,Vehicle,Preliminary Investigation Only,Other
2024,20004,01/01/2024 07:30:00 AM,Bronx,,8,50,MD Residential Structure,Incendiary,Incendiary
2024,77002,01/01/2024 07:39:00 AM,Manhattan,16,9,30,MFA,MFA,No Fire
2024,40002,01/01/2024 09:27:00 AM,Queens,,6,112,PD Residential Structure,Chimney/Flues,Hot Objects
2024,30001,01/01/2024 09:30:00 AM,Brooklyn,43,13,60,Vehicle,Preliminary Investigation Only,Other
2024,30002,01/01/2024 09:33:00 AM,Brooklyn,43,13,60,Vehicle,Incendiary,Incendiary
2024,40003,01/01/2024 12:37:00 PM,Queens,47,14,101,Vehicle,Preliminary Investigation Only,Other
2024,30003,01/01/2024 12:47:00 PM,Brooklyn,,14,70,MD Residential Structure,Incendiary - Fireworks,Incendiary
2024,20005,01/01/2024 01:18:00 PM,Bronx,14,1,40,Vehicle,Preliminary Investigation Only,Other
2024,50000,01/01/2024 05:38:00 PM,Staten Island,22,1,120,PD Residential Structure,Electrical Wiring,Electrical
2024,10002,01/01/2024 05:41:00 PM,Manhattan,,2,6,Vehicle,Preliminary Investigation Only,Other
2024,10003,01/01/2024 06:45:00 PM,Manhattan,,11,23,MD Residential Structure,Candle,Open Flame
2024,20006,01/01/2024 07:37:00 PM,Bronx,,6,48,Vehicle,Preliminary Investigation Only,Other
2024,77003,01/01/2024 07:37:00 PM,Brooklyn,40,7,72,Vehicle,Lithium Ion Battery,Electrical
2024,40004,01/01/2024 09:22:00 PM,Queens,50,12,113,Vehicle,Incendiary - Combustible Material,Incendiary
2024,30004,01/01/2024 10:54:00 PM,Brooklyn,,6,78,MD Residential Structure,Preliminary Investigation Only,Other
2024,30005,01/02/2024 12:30:00 AM,Brooklyn,,3,81,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40005,01/02/2024 06:16:00 AM,Queens,46,4,110,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2024,40006,01/02/2024 06:27:00 AM,Queens,,4,110,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2024,40007,01/02/2024 08:23:00 AM,Queens,52,8,107,Vehicle,Preliminary Investigation Only,Other
2024,30006,01/02/2024 08:25:00 AM,Brooklyn,58,16,73,Vehicle,Preliminary Investigation Only,Other
2024,20007,01/02/2024 08:57:00 AM,Bronx,,12,50,Vehicle,Preliminary Investigation Only,Other
2024,10004,01/02/2024 11:24:00 AM,Manhattan,,10,32,Brush,Smoking (Cigarette/Cigar),Smoking
2024,20008,01/02/2024 03:35:00 PM,Bronx,15,12,47,Vehicle,Preliminary Investigation Only,Other
2024,40009,01/02/2024 04:19:00 PM,Queens,,10,106,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2024,20009,01/02/2024 04:22:00 PM,Bronx,17,4,44,MD Residential Structure,Electrical Wiring,Electrical
2024,40008,01/02/2024 04:24:00 PM,Queens,50,12,103,,Preliminary Investigation Only,Other
2024,40010,01/02/2024 05:03:00 PM,Queens,50,12,103,PD Residential Structure,Power Strip,Electrical
2024,20010,01/02/2024 07:03:00 PM,Bronx,17,4,44,MD Residential Structure,Lithium Ion Battery,Electrical
2024,20011,01/03/2024 04:57:00 AM,Bronx,3,9,43,MD Residential Structure,Incendiary,Incendiary
2024,40011,01/03/2024 06:29:00 AM,Queens,51,5,104,MD Residential Structure,Holiday Lighting,Electrical
2024,50001,01/03/2024 06:43:00 AM,Staten Island,22,1,121,PD Residential Structure,Candle,Open Flame
2024,10005,01/03/2024 09:54:00 AM,Manhattan,,10,32,MD Residential Structure,Other Appliance,Appliances
2024,20012,01/03/2024 02:37:00 PM,Bronx,,8,50,MD Residential Structure,Other - Open Flame,Open Flame
2024,40012,01/03/2024 04:59:00 PM,Queens,,12,103,PD Residential Structure,Incendiary - Torch - Illegal Use of,Incendiary
2024,30007,01/03/2024 05:04:00 PM,Brooklyn,,5,75,MD Residential Structure,Other - Electrical,Electrical
2024,20013,01/03/2024 05:20:00 PM,Bronx,,12,47,PD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2024,30008,01/03/2024 07:07:00 PM,Brooklyn,,6,76,Commercial Structure,Rangehood Fire - Ductwork,Cooking
2024,20014,01/03/2024 08:36:00 PM,Bronx,,11,49,PD Residential Structure,Electrical Wiring,Electrical
2024,20015,01/04/2024 12:01:00 AM,Bronx,,9,41,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2024,10006,01/04/2024 01:32:00 AM,Manhattan,,7,24,PD Residential Structure,Electrical Wiring,Electrical
2024,40013,01/04/2024 03:38:00 AM,Queens,,5,104,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20016,01/04/2024 11:44:00 AM,Bronx,,11,49,School,Incendiary,Incendiary
2024,30009,01/04/2024 01:06:00 PM,Brooklyn,,16,73,Commercial Structure,Incendiary - Ignitable Liquid,Incendiary
2024,77011,01/04/2024 02:43:00 PM,Queens,51,10,106,PD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,30010,01/04/2024 02:50:00 PM,Brooklyn,,11,62,Vehicle,Incendiary,Incendiary
2024,10007,01/04/2024 03:01:00 PM,Manhattan,,7,24,Transit,Other - No Fire,No Fire
2024,30011,01/04/2024 04:19:00 PM,Brooklyn,,14,70,Religious Structure,Electrical Wiring,Electrical
2024,20018,01/04/2024 06:12:00 PM,Bronx,,1,40,Vehicle,Preliminary Investigation Only,Other
2024,20019,01/04/2024 08:26:00 PM,Bronx,,11,49,MD Residential Structure,Extension Cord,Electrical
2024,20020,01/04/2024 08:33:00 PM,Bronx,,12,47,MD Residential Structure,Preliminary Investigation Only,Other
2024,40014,01/04/2024 11:23:00 PM,Queens,,9,102,Vehicle,Electrical Wiring,Electrical
2024,40015,01/05/2024 12:02:00 AM,Queens,,1,114,Vehicle,Electrical Wiring,Electrical
2024,40016,01/05/2024 03:14:00 AM,Queens,,3,115,Vehicle,Incendiary,Incendiary
2024,30012,01/05/2024 03:54:00 AM,Brooklyn,57,3,79,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40017,01/05/2024 05:29:00 AM,Queens,51,9,102,Brush,Incendiary - Reckless Use of Open Flame,Incendiary
2024,77005,01/05/2024 07:33:00 AM,Brooklyn,37,3,81,Vehicle,Lithium Ion Battery,Electrical
2024,10008,01/05/2024 08:36:00 AM,Manhattan,,1,1,Vehicle,Preliminary Investigation Only,Other
2024,20022,01/05/2024 08:42:00 AM,Bronx,,11,49,MD Residential Structure,Heat from an Iron,Hot Objects
2024,20021,01/05/2024 08:57:00 AM,Bronx,,6,48,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,30013,01/05/2024 09:05:00 AM,Brooklyn,42,11,62,MD Residential Structure,Power Strip,Electrical
2024,40018,01/05/2024 09:35:00 AM,Queens,,6,112,Religious Structure,Arc Welding,Electrical
2024,40019,01/05/2024 11:23:00 AM,Queens,54,12,113,Garage/Shed,Electrical Wiring,Electrical
2024,77008,01/05/2024 11:31:00 AM,Manhattan,2,2,1,Outside Rubbish,Incendiary,Incendiary
2024,30014,01/05/2024 12:13:00 PM,Brooklyn,,17,67,PD Residential Structure,Electrical Wiring,Electrical
2024,20023,01/05/2024 01:02:00 PM,Bronx,,3,42,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,30015,01/05/2024 04:17:00 PM,Brooklyn,44,16,73,MD Residential Structure,Incendiary,Incendiary
2024,77006,01/05/2024 06:18:00 PM,Queens,51,10,106,Hotel,Lithium Ion Battery,Electrical
2024,20024,01/05/2024 08:12:00 PM,Bronx,,9,43,MD Residential Structure,Juvenile Firesetter Intervention,Other
2024,40020,01/05/2024 08:45:00 PM,Queens,49,1,114,Outside Rubbish,Incendiary,Incendiary
2024,30016,01/06/2024 01:37:00 AM,Brooklyn,,3,79,PD Residential Structure,Preliminary Investigation Only,Other
2024,77007,01/06/2024 08:55:00 AM,Manhattan,9,7,20,MFA,MFA,No Fire
2024,40021,01/06/2024 12:30:00 PM,Queens,51,9,102,PD Residential Structure,Electrical Wiring,Electrical
2024,40022,01/06/2024 01:26:00 PM,Queens,50,12,103,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,30017,01/06/2024 01:33:00 PM,Brooklyn,44,16,73,PD Residential Structure,Barbecue - Wood/Charcoal,Cooking
2024,40023,01/06/2024 05:11:00 PM,Queens,,1,110,Vehicle,Preliminary Investigation Only,Other
2024,10009,01/06/2024 08:21:00 PM,Manhattan,8,6,13,Public Hallway,Incendiary - Combustible Material,Incendiary
2024,40024,01/06/2024 09:34:00 PM,Queens,54,13,105,Vehicle,Preliminary Investigation Only,Other
2024,40025,01/06/2024 09:43:00 PM,Queens,50,10,106,Commercial Structure,Lithium Ion Battery,Electrical
2024,30018,01/06/2024 11:42:00 PM,Brooklyn,58,17,67,Possible Single Room Occupancy,Incendiary,Incendiary
2024,20025,01/07/2024 01:06:00 AM,Bronx,27,7,52,,Preliminary Investigation Only,Other
2024,10010,01/07/2024 08:10:00 AM,Manhattan,,11,25,MD Residential Structure,Candle,Open Flame
2024,20026,01/07/2024 08:17:00 AM,Bronx,27,7,52,Vehicle,Preliminary Investigation Only,Other
2024,77010,01/07/2024 10:44:00 AM,Bronx,17,3,42,MD Residential Structure,Incendiary,Incendiary
2024,30019,01/07/2024 10:53:00 AM,Brooklyn,,1,90,Vehicle,Preliminary Investigation Only,Other
2024,10011,01/07/2024 02:14:00 PM,Manhattan,,11,23,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2024,40026,01/07/2024 04:37:00 PM,Queens,,12,113,Vehicle,Preliminary Investigation Only,Other
2024,30020,01/07/2024 06:11:00 PM,Brooklyn,38,9,71,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2024,20027,01/07/2024 07:52:00 PM,Bronx,19,5,46,Vehicle,Preliminary Investigation Only,Other
2024,77012,01/07/2024 08:50:00 PM,Manhattan,13,12,34,MD Residential Structure,Lithium Ion Battery,Electrical
2024,20028,01/08/2024 06:40:00 AM,Bronx,,9,43,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,30021,01/08/2024 08:28:00 AM,Brooklyn,,8,77,School,Incendiary,Incendiary
2024,50002,01/08/2024 09:23:00 AM,Staten Island,,1,120,Vehicle,Preliminary Investigation Only,Other
2024,40027,01/08/2024 11:20:00 AM,Queens,,1,110,Vehicle,Preliminary Investigation Only,Other
2024,50003,01/08/2024 11:45:00 AM,Staten Island,,2,121,Vehicle,Preliminary Investigation Only,Other
2024,20029,01/08/2024 12:36:00 PM,Bronx,,11,49,MD Residential Structure,Incendiary,Incendiary
2024,40028,01/08/2024 12:56:00 PM,Queens,,13,105,Vehicle,Preliminary Investigation Only,Other
2024,30022,01/08/2024 01:10:00 PM,Brooklyn,,2,84,Vehicle,Vehicle Wiring,Electrical
2024,30023,01/08/2024 03:40:00 PM,Brooklyn,,13,60,MD Residential Structure,Incendiary,Incendiary
2024,30024,01/08/2024 04:15:00 PM,Brooklyn,,17,67,Vehicle,Preliminary Investigation Only,Other
2024,30025,01/08/2024 05:14:00 PM,Brooklyn,,3,79,MD Residential Structure,Hard Wire Outlet,Electrical
2024,40029,01/08/2024 06:02:00 PM,Queens,,12,103,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40030,01/08/2024 09:00:00 PM,Queens,,7,109,Vehicle,Preliminary Investigation Only,Other
2024,10012,01/08/2024 09:24:00 PM,Manhattan,,11,23,MD Residential Structure,Electrical Wiring,Electrical
2024,30026,01/08/2024 09:41:00 PM,Brooklyn,40,7,72,Commercial Structure,Lithium Ion Battery,Electrical
2024,10013,01/08/2024 09:48:00 PM,Manhattan,,3,7,MD Residential Structure,Permanent Heater - Electric,Heaters
2024,30027,01/08/2024 10:00:00 PM,Brooklyn,,4,83,Vehicle,Preliminary Investigation Only,Other
2024,10014,01/09/2024 12:51:00 AM,Manhattan,,8,19,MD Residential Structure,Ignitable Liquid-Polyurethane/Varnish/PaintThinner,Ignitable
2024,10015,01/09/2024 02:00:00 AM,Manhattan,,3,9,MD Residential Structure,Chimney/Flues,Hot Objects
2024,30028,01/09/2024 02:06:00 AM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,30029,01/09/2024 03:33:00 AM,Brooklyn,,10,68,Vehicle,Preliminary Investigation Only,Other
2024,10016,01/09/2024 03:58:00 AM,Manhattan,,7,20,MD Residential Structure,Stove/Cooking - Other,Cooking
2024,30030,01/09/2024 07:28:00 AM,Brooklyn,,3,79,MD Residential Structure,Electrical Wiring,Electrical
2024,40031,01/09/2024 10:01:00 AM,Queens,,1,114,Commercial Structure,Preliminary Investigation Only,Other
2024,10017,01/09/2024 10:02:00 AM,Manhattan,,9,30,MD Residential Structure,Extension Cord,Electrical
2024,50004,01/09/2024 10:29:00 AM,Staten Island,,1,120,PD Residential Structure,Incense,Hot Objects
2024,10018,01/09/2024 12:09:00 PM,Manhattan,10,11,23,Vehicle,Ignitable Liquids/Gases - Gasoline,Ignitable
2024,20030,01/09/2024 12:29:00 PM,Bronx,,6,48,School,Incendiary - Combustible Material,Incendiary
2024,10019,01/09/2024 02:26:00 PM,Manhattan,,12,34,Other,Preliminary Investigation Only,Other
2024,77014,01/09/2024 04:33:00 PM,Manhattan,16,9,30,MFA,Other - No Fire,No Fire
2024,50005,01/09/2024 04:54:00 PM,Staten Island,23,3,123,PD Residential Structure,Electrical Wiring,Electrical
2024,30031,01/09/2024 05:24:00 PM,Manhattan,32,4,76,Vehicle,Vehicle Wiring,Electrical
2024,20031,01/09/2024 07:08:00 PM,Bronx,,5,46,MD Residential Structure,Extension Cord,Electrical
2024,40032,01/09/2024 10:56:00 PM,Queens,,12,103,PD Residential Structure,Electrical Wiring,Electrical
2024,20032,01/10/2024 03:31:00 AM,Bronx,,11,49,Vehicle,Preliminary Investigation Only,Other
2024,40033,01/10/2024 03:55:00 AM,Queens,,14,101,Vehicle,Incendiary,Incendiary
2024,30032,01/10/2024 06:47:00 AM,Brooklyn,,17,67,Commercial Structure,Electrical Wiring,Electrical
2024,20033,01/10/2024 06:53:00 AM,Bronx,,5,46,No Fire,Other - No Fire,No Fire
2024,10020,01/10/2024 07:29:00 AM,Manhattan,,11,25,Vehicle,Preliminary Investigation Only,Other
2024,40034,01/10/2024 08:42:00 AM,Queens,46,2,108,Vehicle,Preliminary Investigation Only,Other
2024,40035,01/10/2024 08:43:00 AM,Queens,49,3,115,,Preliminary Investigation Only,Other
2024,10021,01/10/2024 12:26:00 PM,Manhattan,,12,34,Vehicle,Preliminary Investigation Only,Other
2024,77015,01/10/2024 03:03:00 PM,Manhattan,2,2,5,No Fire,Other - No Fire,No Fire
2024,20034,01/10/2024 09:44:00 PM,Bronx,18,6,48,MD Residential Structure,Incendiary - Attempted Arson,Incendiary
2024,30033,01/11/2024 12:43:00 AM,Brooklyn,57,8,78,Vehicle,Incendiary,Incendiary
2024,30034,01/11/2024 12:59:00 AM,Brooklyn,31,2,88,Outside Rubbish,Incendiary,Incendiary
2024,20035,01/11/2024 03:13:00 AM,Bronx,26,3,42,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
2024,20036,01/11/2024 04:38:00 AM,Bronx,3,9,43,MD Residential Structure,Incendiary,Incendiary
2024,30035,01/11/2024 09:14:00 AM,Brooklyn,44,16,73,Vehicle,Preliminary Investigation Only,Other
2024,40036,01/11/2024 11:52:00 AM,Queens,52,7,109,MD Residential Structure,Electrical Wiring,Electrical
2024,50006,01/11/2024 01:22:00 PM,Staten Island,,3,123,Vehicle,Preliminary Investigation Only,Other
2024,40037,01/11/2024 02:00:00 PM,Queens,,11,111,PD Residential Structure,Lighting Fixture,Electrical
2024,30036,01/11/2024 02:03:00 PM,Brooklyn,,17,67,MD Residential Structure,Electrical Wiring,Electrical
2024,20037,01/11/2024 06:15:00 PM,Bronx,18,9,43,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
2024,30037,01/11/2024 08:22:00 PM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,77016,01/11/2024 09:33:00 PM,Bronx,20,9,43,Sidewalk,Other,Other
2024,30038,01/11/2024 10:56:00 PM,Brooklyn,,1,94,Vehicle,Preliminary Investigation Only,Other
2024,20038,01/12/2024 12:49:00 AM,Bronx,,12,47,,Preliminary Investigation Only,Other
2024,40038,01/12/2024 02:17:00 AM,Queens,50,12,103,Vehicle,Preliminary Investigation Only,Other
2024,20039,01/12/2024 02:57:00 AM,Bronx,,Out of NYC,50,Vehicle,Preliminary Investigation Only,Other
2024,50007,01/12/2024 06:18:00 AM,Staten Island,22,1,120,Garage/Shed,Electrical Wiring,Electrical
2024,77017,01/12/2024 09:34:00 AM,Brooklyn,44,16,73,Other,Lithium Ion Battery,Electrical
2024,10023,01/12/2024 09:49:00 AM,Manhattan,,1,1,Vehicle,Preliminary Investigation Only,Other
2024,20040,01/12/2024 10:22:00 AM,Bronx,3,9,43,Commercial Structure,Preliminary Investigation Only,Other
2024,30039,01/12/2024 11:39:00 AM,Brooklyn,,5,75,MD Residential Structure,Electrical Wiring,Electrical
2024,20041,01/12/2024 02:58:00 PM,Bronx,,2,41,MD Residential Structure,Clothes Dryer,Appliances
2024,30040,01/12/2024 04:00:00 PM,Brooklyn,39,5,75,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,10024,01/12/2024 04:20:00 PM,Manhattan,,5,13,MD Residential Structure,Incendiary - Torch - Illegal Use of,Incendiary
2024,40039,01/12/2024 05:39:00 PM,Queens,,13,105,Vehicle,Preliminary Investigation Only,Other
2024,10025,01/12/2024 06:41:00 PM,Manhattan,16,11,25,Vehicle,Smoking (Cigarette/Cigar),Smoking
2024,40040,01/12/2024 10:41:00 PM,Queens,39,9,102,Commercial Structure,Electrical Wiring,Electrical
2024,30041,01/12/2024 11:25:00 PM,Brooklyn,,11,62,Vehicle,Preliminary Investigation Only,Other
2024,20042,01/12/2024 11:47:00 PM,Bronx,,12,47,Vehicle,Incendiary,Incendiary
2024,10027,01/13/2024 12:03:00 AM,Manhattan,,10,28,MD Residential Structure,Extension Cord,Electrical
2024,40041,01/13/2024 01:17:00 AM,Queens,,14,100,Vehicle,Incendiary,Incendiary
2024,30042,01/13/2024 01:24:00 AM,Brooklyn,,6,78,Vehicle,Vehicle Wiring,Electrical
2024,40042,01/13/2024 02:17:00 AM,Queens,,8,107,PD Residential Structure,Electrical Wiring,Electrical
2024,10028,01/13/2024 02:24:00 AM,Manhattan,13,12,34,Vehicle,Smoking (Cigarette/Cigar),Smoking
2024,20043,01/13/2024 03:51:00 AM,Bronx,,7,52,MD Residential Structure,Incendiary - Reckless Use of Open Flame,Incendiary
2024,20044,01/13/2024 05:59:00 AM,Bronx,,1,40,MD Residential Structure,Electrical Wiring,Electrical
2024,10029,01/13/2024 07:29:00 AM,Manhattan,9,4,14,MFA,Other - No Fire,No Fire
2024,20045,01/13/2024 10:00:00 AM,Bronx,18,6,46,Public Structure,Other - No Fire,No Fire
2024,10030,01/13/2024 10:44:00 AM,Manhattan,,4,10,MD Residential Structure,Stove/Cooking - Other,Cooking
2024,30043,01/13/2024 02:07:00 PM,Brooklyn,,10,61,Vehicle,Preliminary Investigation Only,Other
2024,40043,01/13/2024 02:09:00 PM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,20046,01/13/2024 03:17:00 PM,Bronx,,10,45,Vehicle,Preliminary Investigation Only,Other
2024,30044,01/13/2024 08:19:00 PM,Brooklyn,58,16,73,Vehicle,Preliminary Investigation Only,Other
2024,40044,01/13/2024 08:26:00 PM,Queens,,,103,Vehicle,Preliminary Investigation Only,Other
2024,30045,01/13/2024 11:42:00 PM,Brooklyn,,14,70,Vehicle,Vehicle Wiring,Electrical
2024,30046,01/14/2024 01:10:00 AM,Brooklyn,,15,61,MD Residential Structure,Incendiary - Fireworks,Incendiary
2024,30047,01/14/2024 02:04:00 AM,Brooklyn,48,7,72,Commercial Structure,Spontaneous Combustion,Natural Sources
2024,40045,01/14/2024 03:14:00 AM,Queens,,2,108,MD Residential Structure,Other Appliance,Appliances
2024,40046,01/14/2024 03:19:00 PM,Queens,,7,108,Vehicle,Preliminary Investigation Only,Other
2024,20047,01/14/2024 03:34:00 PM,Bronx,,7,52,Vehicle,Preliminary Investigation Only,Other
2024,40047,01/14/2024 06:02:00 PM,Queens,52,7,109,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30048,01/14/2024 08:15:00 PM,Brooklyn,40,7,72,Vehicle,Preliminary Investigation Only,Other
2024,40048,01/15/2024 12:14:00 AM,Queens,,,113,Vehicle,Preliminary Investigation Only,Other
2024,20048,01/15/2024 04:47:00 AM,Bronx,18,6,48,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,50008,01/15/2024 09:54:00 AM,Staten Island,,1,121,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20049,01/15/2024 12:55:00 PM,Bronx,18,6,48,Vehicle,Preliminary Investigation Only,Other
2024,77018,01/15/2024 02:34:00 PM,Queens,51,9,102,Threat to Burn,Threat to Burn,No Fire
2024,40049,01/15/2024 02:36:00 PM,Queens,,7,109,,Preliminary Investigation Only,Other
2024,30049,01/15/2024 03:39:00 PM,Brooklyn,44,16,73,Commercial Structure,Incendiary,Incendiary
2024,20050,01/15/2024 04:25:00 PM,Bronx,,5,46,,Preliminary Investigation Only,Other
2024,77020,01/15/2024 05:15:00 PM,Bronx,15,12,47,Vehicle,Other - No Fire,No Fire
2024,10031,01/15/2024 06:11:00 PM,Manhattan,,10,32,MD Residential Structure,Incense,Hot Objects
2024,40050,01/15/2024 07:33:00 PM,Queens,,1,114,Vehicle,Preliminary Investigation Only,Other
2024,40052,01/15/2024 08:10:00 PM,Queens,54,13,105,Vehicle,Preliminary Investigation Only,Other
2024,77019,01/15/2024 08:10:00 PM,Queens,53,13,105,Vehicle,Preliminary Investigation Only,Other
2024,30050,01/15/2024 09:51:00 PM,Brooklyn,,16,73,MD Residential Structure,Candle,Open Flame
2024,30051,01/16/2024 12:46:00 AM,Brooklyn,,3,79,Vehicle,Preliminary Investigation Only,Other
2024,30052,01/16/2024 12:53:00 AM,Brooklyn,,1,90,Vehicle,Preliminary Investigation Only,Other
2024,20051,01/16/2024 02:35:00 AM,Bronx,,12,47,MD Residential Structure,Incendiary,Incendiary
2024,20052,01/16/2024 03:57:00 AM,Bronx,27,7,52,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
2024,10032,01/16/2024 05:15:00 AM,Manhattan,,12,34,MD Residential Structure,Incendiary,Incendiary
2024,77021,01/16/2024 08:57:00 AM,Manhattan,7,4,10,MD Residential Structure,Lithium Ion Battery,Electrical
2024,10033,01/16/2024 10:02:00 AM,Manhattan,,9,30,Vehicle,Preliminary Investigation Only,Other
2024,30053,01/16/2024 10:35:00 AM,Brooklyn,,17,67,Vehicle,Preliminary Investigation Only,Other
2024,40051,01/16/2024 10:52:00 AM,Queens,,5,104,Vehicle,Preliminary Investigation Only,Other
2024,10034,01/16/2024 11:28:00 AM,Manhattan,,7,20,MD Residential Structure,Preliminary Investigation Only,Other
2024,20053,01/16/2024 11:29:00 AM,Bronx,,5,46,Vehicle,Preliminary Investigation Only,Other
2024,77022,01/16/2024 11:30:00 AM,Queens,46,3,115,Commercial Structure,Fireworks Related,No Fire
2024,40053,01/16/2024 12:00:00 PM,Queens,,9,102,Vehicle,Preliminary Investigation Only,Other
2024,30054,01/16/2024 12:17:00 PM,Brooklyn,,15,61,MD Residential Structure,Electrical Wiring,Electrical
2024,20054,01/16/2024 12:56:00 PM,Bronx,,5,46,MD Residential Structure,Candle,Open Flame
2024,20055,01/16/2024 02:27:00 PM,Bronx,,9,43,Vehicle,Preliminary Investigation Only,Other
2024,30055,01/16/2024 05:13:00 PM,Brooklyn,33,12,66,Commercial Structure,Other - Hot Objects,Hot Objects
2024,30056,01/16/2024 05:52:00 PM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,20056,01/16/2024 09:38:00 PM,Bronx,,12,47,Vehicle,Preliminary Investigation Only,Other
2024,77023,01/17/2024 12:59:00 AM,Brooklyn,,1,84,Transit,Incendiary,Incendiary
2024,30057,01/17/2024 04:23:00 AM,Brooklyn,48,12,66,MD Residential Structure,Electrical Wiring,Electrical
2024,20058,01/17/2024 05:34:00 AM,Bronx,,10,45,Vehicle,Preliminary Investigation Only,Other
2024,20057,01/17/2024 06:04:00 AM,Bronx,,6,48,MD Residential Structure,Electrical Wiring,Electrical
2024,20059,01/17/2024 09:31:00 AM,Bronx,,12,47,Vehicle,Preliminary Investigation Only,Other
2024,50009,01/17/2024 01:46:00 PM,Staten Island,,2,122,Hospital,Incendiary,Incendiary
2024,10035,01/17/2024 04:30:00 PM,Manhattan,2,2,6,Vehicle,Preliminary Investigation Only,Other
2024,20060,01/17/2024 05:10:00 PM,Bronx,15,10,45,Vehicle,Vehicle Wiring,Electrical
2024,20061,01/17/2024 05:17:00 PM,Bronx,,5,46,Vehicle,Lithium Ion Battery,Electrical
2024,20062,01/17/2024 05:42:00 PM,Bronx,,5,44,Vehicle,Preliminary Investigation Only,Other
2024,30058,01/17/2024 07:17:00 PM,Brooklyn,,2,88,MD Residential Structure,Portable Heater - Electric,Heaters
2024,30059,01/17/2024 07:45:00 PM,Brooklyn,,12,66,MD Residential Structure,Candle,Open Flame
2024,30060,01/17/2024 08:41:00 PM,Brooklyn,,7,72,MD Residential Structure,Food on the Stove,Cooking
2024,20063,01/17/2024 09:46:00 PM,Bronx,,11,49,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,40054,01/17/2024 10:03:00 PM,Queens,51,9,102,Vehicle,Preliminary Investigation Only,Other
2024,10036,01/18/2024 12:30:00 AM,Manhattan,7,5,13,Commercial Structure,Incendiary,Incendiary
2024,77024,01/18/2024 12:37:00 AM,Manhattan,7,5,13,MFA,MFA,No Fire
2024,30061,01/18/2024 01:48:00 AM,Brooklyn,39,5,75,Vehicle,Preliminary Investigation Only,Other
